file	source	target_taxa	rank	domain	parent	num_genes	link	pfam_names	pfam_accessions	md5	gtdb_release	pfam_version	num_genomes	derep_rank	date_built
Universal-Hug-et-al.hmm	www.nature.com/articles/nmicrobiol201648	bacteria,archaea,eukarya	universal	NA	NA	16	https://github.com/AstrobioMike/GToTree/releases/download/original-SCG-HMMs/Universal-Hug-et-al.hmm	Ribosomal_L2_C,Ribosomal_L3,Ribosomal_L4,Ribosomal_L5,Ribosomal_L6,Ribosomal_L14,Ribosomal_L27A,Ribosomal_L16,Ribosomal_L18p,Ribosomal_L22,ribosomal_L24,Ribosomal_S10,Ribosomal_S17,Ribosomal_S19,Ribosomal_S3_C,Ribosomal_S8	PF03947.23,PF00297.27,PF00573.27,PF00281.24,PF00347.28,PF00238.24,PF00828.24,PF00252.23,PF00861.27,PF00237.24,PF17136.9,PF00338.27,PF00366.25,PF00203.26,PF00189.25,PF00410.24	deeede8ba5bea1b4048f3f95b408a70f	NA	NA	NA	NA	NA
